id|nombre|fuente|url|tipo|subtipo|periodo|actualizacion_sedesol|metadata
desc_subfuncion|Descripción de Subfunción|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Descripción de la clave contenida en la columna “Subfunción” que se refiere a las actividades que realizan las dependencias y entidades al interior de una función. Esta información está disponible de 2008 a 2017.
id_ai|Actividad Institucional|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave que identifica las acciones sustantivas o de apoyo que realizan los ejecutores de gasto con el fin de dar cumplimiento a los objetivos y metas contenidos en los programas, de conformidad con las atribuciones que les señala su respectiva ley orgánica o el ordenamiento jurídico que les es aplicable (3 dígitos). Esta información está disponible de 2008 a 2017.
desc_ai|Descripción de Actividad Institucional|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Descripción de las acciones sustantivas o de apoyo que realizan los ejecutores de gasto con el fin de dar cumplimiento a los objetivos y metas contenidos en los programas, de conformidad con las atribuciones que les señala su respectiva ley orgánica o el ordenamiento jurídico que les es aplicable. Esta información está disponible de 2008 a 2017.
id_modalidad|Modalidad del Programa presupuestario|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave que permite identificar a los programas según el tipo de servicios/productos que otorgan o su naturaleza específica: (consulta las modalidades en http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Metadatos/catalogos_presupuestarios_2017.xlsx). Esta información está disponible de 2008 a 2017. 
desc_modalidad|Descripción de la modalidad del programa presupuestario|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Descripción de la clave contenida en la columna “Modalidad del Programa Presupuestario” que permite identificar a los programas según el tipo de servicios/productos que otorgan o su naturaleza específica: (consulta las modalidades en http://www.transparenciapresupuestaria.gob.mx/work/models/PTP/DatosAbiertos/Metadatos/catalogos_presupuestarios_2017.xlsx). Esta información está disponible de 2008 a 2017.
id_pp|Programa Presupuestario|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave asignada a cada programa presupuestario, cuyos dígitos se asignan de manera consecutiva al interior de la modalidad de que se trate. Por programa presupuestario se entiende a la categoría que permite organizar, en forma representativa y homogénea, las asignaciones de recursos de los programas federales y del gasto federalizado a cargo de los ejecutores del mismo, para el cumplimiento de sus objetivos y metas. Esta información está disponible de 2008 a 2017. 
desc_pp|Descripción de Programa Presupuestario|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Nombre del Programa Presupuestario federal de acuerdo con la estructura programática vigente para cada ciclo. Por programa presupuestario se entiende a la categoría que permite organizar, en forma representativa y homogénea, las asignaciones de recursos de los programas federales y del gasto federalizado a cargo de los ejecutores del mismo, para el cumplimiento de sus objetivos y metas. Esta información está disponible de 2008 a 2017. 
id_capitulo|ID capítulo|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave que corresponde al primer nivel o dígito del Clasificador por Objeto del Gasto que permite identificar conjuntos homogéneos y ordenados de bienes y servicios requeridos por las Entidades y Dependencias de todos los niveles de gobierno.
desc_capitulo|Descripción Capítulo|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Es la descripción de la clave contenida en la columna “ID_CAPITULO”, que representa el conjunto homogéneo y ordenado de bienes y servicios requeridos por las dependencias y entidades de todos los niveles de gobierno, y que corresponde al mayor nivel de agregación del Clasificador por Objeto del Gasto. 
id_concepto|id concepto|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave que corresponde al segundo nivel o dígito del Clasificador por Objeto del Gasto que permite identificar los subconjutnos derivados de cada Capítulo de los bienes y servicios requeridos por las Entidades y Dependencias de todos los niveles de gobierno. 
desc_concepto|Descripción Concepto|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Es la descripción de la clave contenida en la columna “ID_CONCEPTO”, que representa los subconjuntos derivados de cada Capítulo de los bienes y servicios requeridos por las Entidades y Dependencias de todos los niveles de gobierno, y que corresponde al segundo nivel de agregación del Clasificador por Objeto del Gasto. 
id_partida_generica|Id partida genérica|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave del Clasificador por Objeto del Gasto. Sirve para identificar, por Concepto, bienes y servicios idénticos y armonizados a través de todos los niveles de gobierno.  
desc_partida_generica|Descripción partida genérica|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Descripción de la clave contenida en la columna “Partida Genérica” que sirve para identificar, por Concepto, bienes y servicios idénticos y armonizados a través de todos los niveles de gobierno.   
id_partida_especifica|Id Partida Específica|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave de cinco dígitos del Clasificador por Objeto del Gasto. Sirve para identificar, al interior de la Partida Genérica, los bienes y servicios específicos que requieren las Entidades y Dependencias en cada uno de los niveles de gobierno. 
desc_partida_especifica|Descripción Partida Específica|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Descripción de la clave contenida en la columna “Partida Genérica” que sirve para identificar, por Concepto, bienes y servicios idénticos y armonizados a través de todos los niveles de gobierno.   
id_tipogasto|Tipo de Gasto|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave que sirve para relacionar las transacciones públicas que generan gastos con los grandes agregados de la clasificación económica presentándolos en Corriente; de Capital; Amortización de la deuda y disminución de pasivos; Pensiones y Jubilaciones; y Participaciones. Esta información está disponible de 2008 a 2017. 
desc_tipogasto|Descripción de Tipo de Gasto|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Descripción de la clave contenida en la columna “Tipo de Gasto” que relaciona las transacciones públicas que generan gastos con los grandes agregados de la clasificación económica presentándolos en Corriente; de Capital; Amortización de la deuda y disminución de pasivos; Pensiones y Jubilaciones, y Participaciones. Esta información está disponible de 2008 a 2017.
id_ff|Fuente de Finaciamiento|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave utilizada para identificar las asignaciones conforme al origen de su financiamiento en recursos fiscales, propios, o provenientes de crédito externo o donativo del exterior. Esta información está disponible de 2008 a 2017. 
desc_ff|Descripción de Fuente de Financiamiento|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Es la descripción de la clave contenida en la columna “Fuente de Financiamiento”, que corresponde a las asignaciones conforme al origen de su financiamiento. Incluye recursos fiscales, gasto financiado con recursos externos, contraparte nacional y recursos propios. Esta información está disponible de 2008 a 2017.
id_entidad_federativa|Entidad Federativa|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave de la entidad federativa, de acuerdo con el “Catálogo de entidades federativas, municipios y localidades” que elabora el Instituto Nacional de Estadística y Geografía (INEGI). Esta información está disponible de 2012 a 2017.
entidad_federativa|Descripción de Entidad Federativa|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Nombre de la entidad federativa, de acuerdo con el “Catálogo de entidades federativas, municipios y localidades” elaborado por el INEGI. Esta información está disponible de 2012 a 2017. 
id_clave_cartera|Clave de cartera|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Clave que se asigna a un programa o proyecto de inversión una vez que obtiene su registro en la cartera de programas y proyectos de inversión, de conformidad con lo establecido en los artículos 34, fracción III, de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, y 46 del Reglamento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria. Esta información está disponible de 2012 a 2017.
monto_aprobado|Monto Aprobado|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Son las asignaciones presupuestarias anuales comprendidas en el Presupuesto de Egresos a nivel de clave presupuestaria en el caso de los ramos autónomos, administrativos y generales, y a nivel de los rubros de gasto que aparecen en las carátulas de flujo de efectivo para las entidades. Esta información está disponible de 2008 a 2017.
monto_modificado|Monto Modificado|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Momento contable del gasto que refleja la asignación presupuestaria que resulta de incorporar, en su caso, las adecuaciones presupuestarias al presupuesto aprobado. Esta información está disponible para los años 2014 a 2017.
monto_pagado|Monto Pagado|Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|Momento contable del gasto que refleja la cancelación total o parcial de las obligaciones de pago, que se concreta mediante el desembolso de efectivo o cualquier otro medio de pago. Esta información está disponible de 2014 a 2017.
actualizacion_sedesol||Secretaría de Hacienda y Crédito Público|http://transparenciapresupuestaria.gob.mx/|Presupuesto Egresos||2017 Primer Trimestre|2017-07-25 22:06:46.787907|
